palabra,nlet,acen,ace_i,ace_f,voc,v_op,v_cl,repet,cons,p_alin,p_cons,v_ini,v_fin,cont_e,cont_a,cont_o,cont_s,cont_r,cont_n,cont_j,cont_m,cont_k,cont_w,propio
ablandamiento,13,0,0,0,6,1,5,0,7,4,-2,1,1,1,3,1,0,0,2,0,1,0,0,0.0
ablandar,8,0,0,0,3,0,3,0,5,3,-10,1,0,0,3,0,0,1,1,0,0,0,0,0.0
ablandativo,11,0,0,0,5,1,4,0,6,6,-1,1,1,0,3,1,0,0,1,0,0,0,0,0.0
ablande,7,0,0,0,3,0,3,0,4,2,-3,1,1,1,2,0,0,0,1,0,0,0,0,0.0
ablandecer,10,0,0,0,4,0,4,0,6,5,-11,1,0,2,2,0,0,1,1,0,0,0,0,0.0
ablanedo,8,0,0,0,4,0,4,0,4,5,2,1,1,1,2,1,0,0,1,0,0,0,0,0.0
ablano,6,0,0,0,3,0,3,0,3,3,1,1,1,0,2,1,0,0,1,0,0,0,0,0.0
ablativo,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,0,0,0,0,0,0,0,0.0
ablegado,8,0,0,0,4,0,4,0,4,5,2,1,1,1,2,1,0,0,0,0,0,0,0,0.0
ablentador,10,0,0,0,4,0,4,0,6,5,-11,1,0,1,2,1,0,1,1,0,0,0,0,0.0
ablentar,8,0,0,0,3,0,3,0,5,3,-10,1,0,1,2,0,0,1,1,0,0,0,0,0.0
ablución,8,1,0,1,4,2,2,0,4,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0
ablusado,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,1,0,0,0,0,0,0,0.0
abnegación,10,1,0,1,5,1,4,0,5,5,1,1,0,1,2,0,0,0,2,0,0,0,0,0.0
abnegado,8,0,0,0,4,0,4,0,4,5,2,1,1,1,2,1,0,0,1,0,0,0,0,0.0
abnegar,7,0,0,0,3,0,3,0,4,4,-5,1,0,1,2,0,0,1,1,0,0,0,0,0.0
abobado,7,0,0,0,4,0,4,0,3,6,3,1,1,0,2,2,0,0,0,0,0,0,0,0.0
abobamiento,11,0,0,0,6,1,5,0,5,6,3,1,1,1,2,2,0,0,1,0,1,0,0,0.0
abobar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,2,1,0,1,0,0,0,0,0,0.0
abobra,6,0,0,0,3,0,3,0,3,3,-1,1,1,0,2,1,0,1,0,0,0,0,0,0.0
abocadear,9,0,0,0,5,0,5,0,4,6,2,1,0,1,3,1,0,1,0,0,0,0,0,0.0
abocado,7,0,0,0,4,0,4,0,3,6,3,1,1,0,2,2,0,0,0,0,0,0,0,0.0
abocamiento,11,0,0,0,6,1,5,0,5,6,3,1,1,1,2,2,0,0,1,0,1,0,0,0.0
abocanar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,3,1,0,1,1,0,0,0,0,0.0
abocar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,2,1,0,1,0,0,0,0,0,0.0
abocardado,10,0,0,0,5,0,5,0,5,7,-1,1,1,0,3,2,0,1,0,0,0,0,0,0.0
abocardar,9,0,0,0,4,0,4,0,5,6,-10,1,0,0,3,1,0,2,0,0,0,0,0,0.0
abocardo,8,0,0,0,4,0,4,0,4,5,-2,1,1,0,2,2,0,1,0,0,0,0,0,0.0
abocelado,9,0,0,0,5,0,5,0,4,8,4,1,1,1,2,2,0,0,0,0,0,0,0,0.0
abocetado,9,0,0,0,5,0,5,0,4,8,4,1,1,1,2,2,0,0,0,0,0,0,0,0.0
abocetamiento,13,0,0,0,7,1,6,0,6,8,4,1,1,2,2,2,0,0,1,0,1,0,0,0.0
abocetar,8,0,0,0,4,0,4,0,4,7,-4,1,0,1,2,1,0,1,0,0,0,0,0,0.0
abochornado,11,0,0,0,5,0,5,0,6,6,-5,1,1,0,2,3,0,1,1,0,0,0,0,0.0
abochornar,10,0,0,0,4,0,4,0,6,5,-15,1,0,0,2,2,0,2,1,0,0,0,0,0.0
abocinado,9,0,0,0,5,1,4,0,4,8,4,1,1,0,2,2,0,0,1,0,0,0,0,0.0
abocinamiento,13,0,0,0,7,2,5,0,6,8,4,1,1,1,2,2,0,0,2,0,1,0,0,0.0
abocinar,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,2,1,0,1,1,0,0,0,0,0.0
abofado,7,0,0,0,4,0,4,0,3,6,3,1,1,0,2,2,0,0,0,0,0,0,0,0.0
abofarse,8,0,0,0,4,0,4,0,4,5,-2,1,1,1,2,1,1,1,0,0,0,0,0,0.0
abofeteador,11,0,0,0,6,0,6,0,5,8,1,1,0,2,2,2,0,1,0,0,0,0,0,0.0
abofetear,9,0,0,0,5,0,5,0,4,6,2,1,0,2,2,1,0,1,0,0,0,0,0,0.0
abogacía,8,1,0,1,5,1,4,0,3,5,10,1,1,0,3,1,0,0,0,0,0,0,0,0.0
abogaderas,10,0,0,0,5,0,5,0,5,9,-5,1,0,1,3,1,1,1,0,0,0,0,0,0.0
abogadesco,10,0,0,0,5,0,5,0,5,7,-3,1,1,1,2,2,1,0,0,0,0,0,0,0.0
abogadil,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,2,1,0,0,0,0,0,0,0,0.0
abogadismo,10,0,0,0,5,1,4,0,5,7,-3,1,1,0,2,2,1,0,0,0,1,0,0,0.0
abogado,7,0,0,0,4,0,4,0,3,6,3,1,1,0,2,2,0,0,0,0,0,0,0,0.0
abogador,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,2,2,0,1,0,0,0,0,0,0.0
abogamiento,11,0,0,0,6,1,5,0,5,6,3,1,1,1,2,2,0,0,1,0,1,0,0,0.0
abogar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,2,1,0,1,0,0,0,0,0,0.0
abohetado,9,0,0,0,5,0,5,0,4,8,4,1,1,1,2,2,0,0,0,0,0,0,0,0.0
abolaga,7,0,0,0,4,0,4,0,3,6,3,1,1,0,3,1,0,0,0,0,0,0,0,0.0
abolengo,8,0,0,0,4,0,4,0,4,5,-2,1,1,1,1,2,0,0,1,0,0,0,0,0.0
abolicionismo,13,0,0,0,7,3,4,0,6,8,2,1,1,0,1,3,1,0,1,0,1,0,0,0.0
abolicionista,13,0,0,0,7,3,4,0,6,8,2,1,1,0,2,2,1,0,1,0,0,0,0,0.0
abolición,9,1,0,1,5,2,3,0,4,6,2,1,0,0,1,1,0,0,1,0,0,0,0,0.0
abolir,6,0,0,0,3,1,2,0,3,5,-3,1,0,0,1,1,0,1,0,0,0,0,0,0.0
abollado,8,0,0,0,4,0,4,1,4,5,0,1,1,0,2,2,0,0,0,0,0,0,0,0.0
abolladura,10,0,0,0,5,1,4,1,5,7,1,1,1,0,3,1,0,1,0,0,0,0,0,0.0
abollar,7,0,0,0,3,0,3,1,4,4,-7,1,0,0,2,1,0,1,0,0,0,0,0,0.0
abollonar,9,0,0,0,4,0,4,1,5,6,-8,1,0,0,2,2,0,1,1,0,0,0,0,0.0
abollón,7,1,0,1,3,0,3,1,4,4,-7,1,0,0,1,1,0,0,1,0,0,0,0,0.0
abolorio,8,0,0,0,5,1,4,0,3,5,10,1,1,0,1,3,0,1,0,0,0,0,0,0.0
abolsado,8,0,0,0,4,0,4,0,4,5,0,1,1,0,2,2,1,0,0,0,0,0,0,0.0
abolsarse,9,0,0,0,4,0,4,0,5,4,-6,1,1,1,2,1,2,1,0,0,0,0,0,0.0
abomaso,7,0,0,0,4,0,4,0,3,6,3,1,1,0,2,2,1,0,0,0,1,0,0,0.0
abombado,8,0,0,0,4,0,4,0,4,5,0,1,1,0,2,2,0,0,0,0,1,0,0,0.0
abombamiento,12,0,0,0,6,1,5,0,6,5,0,1,1,1,2,2,0,0,1,0,2,0,0,0.0
abombar,7,0,0,0,3,0,3,0,4,4,-7,1,0,0,2,1,0,1,0,0,1,0,0,0.0
abominable,10,0,0,0,5,1,4,0,5,7,-3,1,1,1,2,1,0,0,1,0,1,0,0,0.0
abominación,11,1,0,1,6,2,4,0,5,8,3,1,0,0,2,1,0,0,2,0,1,0,0,0.0
abominar,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,2,1,0,1,1,0,1,0,0,0.0
abonable,8,0,0,0,4,0,4,0,4,5,-2,1,1,1,2,1,0,0,1,0,0,0,0,0.0
abonado,7,0,0,0,4,0,4,0,3,6,3,1,1,0,2,2,0,0,1,0,0,0,0,0.0
abonador,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,2,2,0,1,1,0,0,0,0,0.0
abonanza,8,0,0,0,4,0,4,0,4,5,-2,1,1,0,3,1,0,0,2,0,0,0,0,0.0
abonanzar,9,0,0,0,4,0,4,0,5,6,-10,1,0,0,3,1,0,1,2,0,0,0,0,0.0
abonar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,2,1,0,1,1,0,0,0,0,0.0
abonaré,7,1,0,1,4,0,4,0,3,6,3,1,1,0,2,1,0,1,1,0,0,0,0,0.0
abondado,8,0,0,0,4,0,4,0,4,5,0,1,1,0,2,2,0,0,1,0,0,0,0,0.0
abondamiento,12,0,0,0,6,1,5,0,6,5,0,1,1,1,2,2,0,0,2,0,1,0,0,0.0
abondar,7,0,0,0,3,0,3,0,4,4,-7,1,0,0,2,1,0,1,1,0,0,0,0,0.0
abondo,6,0,0,0,3,0,3,0,3,3,-1,1,1,0,1,2,0,0,1,0,0,0,0,0.0
abondoso,8,0,0,0,4,0,4,0,4,5,0,1,1,0,1,3,1,0,1,0,0,0,0,0.0
abonero,7,0,0,0,4,0,4,0,3,6,3,1,1,1,1,2,0,1,1,0,0,0,0,0.0
abono,5,0,0,0,3,0,3,0,2,4,2,1,1,0,1,2,0,0,1,0,0,0,0,0.0
aboquillado,11,0,0,0,6,2,4,1,5,6,3,1,1,0,2,2,0,0,0,0,0,0,0,0.0
aboquillar,10,0,0,0,5,2,3,1,5,5,-7,1,0,0,2,1,0,1,0,0,0,0,0,0.0
aboral,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,2,1,0,1,0,0,0,0,0,0.0
abordable,9,0,0,0,4,0,4,0,5,4,-6,1,1,1,2,1,0,1,0,0,0,0,0,0.0
abordador,9,0,0,0,4,0,4,0,5,6,-8,1,0,0,2,2,0,2,0,0,0,0,0,0.0
abordaje,8,0,0,0,4,0,4,0,4,5,0,1,1,1,2,1,0,1,0,1,0,0,0,0.0
abordar,7,0,0,0,3,0,3,0,4,4,-7,1,0,0,2,1,0,2,0,0,0,0,0,0.0
abordo,6,0,0,0,3,0,3,0,3,3,-1,1,1,0,1,2,0,1,0,0,0,0,0,0.0
abordonar,9,0,0,0,4,0,4,0,5,6,-8,1,0,0,2,2,0,2,1,0,0,0,0,0.0
aborigen,8,0,0,0,4,1,3,0,4,7,-4,1,0,1,1,1,0,1,1,0,0,0,0,0.0
aborlonado,10,0,0,0,5,0,5,0,5,7,1,1,1,0,2,3,0,1,1,0,0,0,0,0.0
aborrachado,11,0,0,0,5,0,5,1,6,6,-5,1,1,0,3,2,0,2,0,0,0,0,0,0.0
aborrajarse,11,0,0,0,5,0,5,1,6,6,-7,1,1,1,3,1,1,3,0,1,0,0,0,0.0
aborrascarse,12,0,0,0,5,0,5,1,7,5,-14,1,1,1,3,1,2,3,0,0,0,0,0,0.0
aborrecedor,11,0,0,0,5,0,5,1,6,8,-9,1,0,2,1,2,0,3,0,0,0,0,0,0.0
aborrecer,9,0,0,0,4,0,4,1,5,6,-8,1,0,2,1,1,0,3,0,0,0,0,0,0.0
aborrecible,11,0,0,0,5,1,4,1,6,6,-7,1,1,2,1,1,0,2,0,0,0,0,0,0.0
aborrecimiento,14,0,0,0,7,2,5,1,7,7,1,1,1,2,1,2,0,2,1,0,1,0,0,0.0
aborregado,10,0,0,0,5,0,5,1,5,7,1,1,1,1,2,2,0,2,0,0,0,0,0,0.0
aborregarse,11,0,0,0,5,0,5,1,6,6,-7,1,1,2,2,1,1,3,0,0,0,0,0,0.0
aborrible,9,0,0,0,4,1,3,1,5,4,-6,1,1,1,1,1,0,2,0,0,0,0,0,0.0
aborrir,7,0,0,0,3,1,2,1,4,4,-7,1,0,0,1,1,0,3,0,0,0,0,0,0.0
aborronar,9,0,0,0,4,0,4,1,5,6,-8,1,0,0,2,2,0,3,1,0,0,0,0,0.0
aborso,6,0,0,0,3,0,3,0,3,3,-1,1,1,0,1,2,1,1,0,0,0,0,0,0.0
abortadura,10,0,0,0,5,1,4,0,5,7,1,1,1,0,3,1,0,2,0,0,0,0,0,0.0
abortamiento,12,0,0,0,6,1,5,0,6,5,0,1,1,1,2,2,0,1,1,0,1,0,0,0.0
abortar,7,0,0,0,3,0,3,0,4,4,-7,1,0,0,2,1,0,2,0,0,0,0,0,0.0
abortista,9,0,0,0,4,1,3,0,5,4,-6,1,1,0,2,1,1,1,0,0,0,0,0,0.0
abortivo,8,0,0,0,4,1,3,0,4,5,0,1,1,0,1,2,0,1,0,0,0,0,0,0.0
aborto,6,0,0,0,3,0,3,0,3,3,-1,1,1,0,1,2,0,1,0,0,0,0,0,0.0
abortón,7,1,0,1,3,0,3,0,4,4,-7,1,0,0,1,1,0,1,1,0,0,0,0,0.0
aborujar,8,0,0,0,4,1,3,0,4,7,-4,1,0,0,2,1,0,2,0,1,0,0,0,0.0
abotagamiento,13,0,0,0,7,1,6,0,6,8,4,1,1,1,3,2,0,0,1,0,1,0,0,0.0
abotagarse,10,0,0,0,5,0,5,0,5,7,-3,1,1,1,3,1,1,1,0,0,0,0,0,0.0
abotargarse,11,0,0,0,5,0,5,0,6,6,-9,1,1,1,3,1,1,2,0,0,0,0,0,0.0
abotinado,9,0,0,0,5,1,4,0,4,8,4,1,1,0,2,2,0,0,1,0,0,0,0,0.0
abotonador,10,0,0,0,5,0,5,0,5,9,-5,1,0,0,2,3,0,1,1,0,0,0,0,0.0
abotonadura,11,0,0,0,6,1,5,0,5,10,5,1,1,0,3,2,0,1,1,0,0,0,0,0.0
abotonar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,2,2,0,1,1,0,0,0,0,0.0
abovedado,9,0,0,0,5,0,5,0,4,8,4,1,1,1,2,2,0,0,0,0,0,0,0,0.0
abovedar,8,0,0,0,4,0,4,0,4,7,-4,1,0,1,2,1,0,1,0,0,0,0,0,0.0
aboyado,7,0,0,0,4,0,4,0,3,6,3,1,1,0,2,2,0,0,0,0,0,0,0,0.0
aboyar,6,0,0,0,3,0,3,0,3,5,-3,1,0,0,2,1,0,1,0,0,0,0,0,0.0
abozalar,8,0,0,0,4,0,4,0,4,7,-4,1,0,0,3,1,0,1,0,0,0,0,0,0.0
abozo,5,0,0,0,3,0,3,0,2,4,2,1,1,0,1,2,0,0,0,0,0,0,0,0.0
abra,4,0,0,0,2,0,2,0,2,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0.0
abracadabra,11,0,0,0,5,0,5,0,6,6,-5,1,1,0,5,0,0,2,0,0,0,0,0,0.0
abracadabrante,14,0,0,0,6,0,6,0,8,7,-15,1,1,1,5,0,0,2,1,0,0,0,0,0.0
abracar,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,3,0,0,2,0,0,0,0,0,0.0
abracijarse,11,0,0,0,5,1,4,0,6,6,-5,1,1,1,3,0,1,2,0,1,0,0,0,0.0
abracijo,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,0,1,0,1,0,0,0,0.0
abrasadamente,13,0,0,0,6,0,6,0,7,8,-6,1,1,2,4,0,1,1,1,0,1,0,0,0.0
abrasador,9,0,0,0,4,0,4,0,5,6,-6,1,0,0,3,1,1,2,0,0,0,0,0,0.0
abrasamiento,12,0,0,0,6,1,5,0,6,5,2,1,1,1,3,1,1,1,1,0,1,0,0,0.0
abrasar,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,3,0,1,2,0,0,0,0,0,0.0
abrasilado,10,0,0,0,5,1,4,0,5,7,3,1,1,0,3,1,1,1,0,0,0,0,0,0.0
abrasivo,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,1,1,0,0,0,0,0,0.0
abrasión,8,1,0,1,4,1,3,0,4,3,0,1,0,0,2,0,1,1,1,0,0,0,0,0.0
abravar,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,3,0,0,2,0,0,0,0,0,0.0
abravecer,9,0,0,0,4,0,4,0,5,6,-6,1,0,2,2,0,0,2,0,0,0,0,0,0.0
abraxas,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,3,0,1,1,0,0,0,0,0,0.0
abrazada,8,0,0,0,4,0,4,0,4,5,2,1,1,0,4,0,0,1,0,0,0,0,0,0.0
abrazadera,10,0,0,0,5,0,5,0,5,7,3,1,1,1,4,0,0,2,0,0,0,0,0,0.0
abrazador,9,0,0,0,4,0,4,0,5,6,-6,1,0,0,3,1,0,2,0,0,0,0,0,0.0
abrazamiento,12,0,0,0,6,1,5,0,6,5,2,1,1,1,3,1,0,1,1,0,1,0,0,0.0
abrazar,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,3,0,0,2,0,0,0,0,0,0.0
abrazo,6,0,0,0,3,0,3,0,3,3,1,1,1,0,2,1,0,1,0,0,0,0,0,0.0
abreboca,8,0,0,0,4,0,4,0,4,5,2,1,1,1,2,1,0,1,0,0,0,0,0,0.0
abrebotellas,12,0,0,0,5,0,5,1,7,7,-16,1,0,2,2,1,1,1,0,0,0,0,0,0.0
abrecartas,10,0,0,0,4,0,4,0,6,5,-13,1,0,1,3,0,1,2,0,0,0,0,0,0.0
abrecoches,10,0,0,0,4,0,4,0,6,5,-13,1,0,2,1,1,1,1,0,0,0,0,0,0.0
abregancias,11,0,0,0,5,1,4,0,6,4,-5,1,0,1,3,0,1,1,1,0,0,0,0,0.0
abrelatas,9,0,0,0,4,0,4,0,5,6,-6,1,0,1,3,0,1,1,0,0,0,0,0,0.0
abrenunciar,11,0,0,0,5,2,3,0,6,4,-5,1,0,1,2,0,0,2,2,0,0,0,0,0.0
abrenuncio,10,0,0,0,5,2,3,0,5,3,5,1,1,1,1,1,0,1,2,0,0,0,0,0.0
abreojos,8,0,0,0,4,0,4,0,4,3,-2,1,0,1,1,2,1,1,0,1,0,0,0,0.0
abrepuño,8,0,0,0,4,1,3,0,4,5,2,1,1,1,1,1,0,1,0,0,0,0,0,0.0
abretonar,9,0,0,0,4,0,4,0,5,6,-6,1,0,1,2,1,0,2,1,0,0,0,0,0.0
abrevadero,10,0,0,0,5,0,5,0,5,7,3,1,1,2,2,1,0,2,0,0,0,0,0,0.0
abrevador,9,0,0,0,4,0,4,0,5,6,-6,1,0,1,2,1,0,2,0,0,0,0,0,0.0
abrevar,7,0,0,0,3,0,3,0,4,4,-5,1,0,1,2,0,0,2,0,0,0,0,0,0.0
abreviación,11,1,0,1,6,2,4,0,5,4,7,1,0,1,2,0,0,1,1,0,0,0,0,0.0
abreviadamente,14,0,0,0,7,1,6,0,7,7,-1,1,1,3,3,0,0,1,1,0,1,0,0,0.0
abreviado,9,0,0,0,5,1,4,0,4,4,8,1,1,1,2,1,0,1,0,0,0,0,0,0.0
abreviador,10,0,0,0,5,1,4,0,5,5,-1,1,0,1,2,1,0,2,0,0,0,0,0,0.0
abreviaduría,12,1,0,1,7,3,4,0,5,5,20,1,1,1,3,0,0,2,0,0,0,0,0,0.0
abreviamiento,13,0,0,0,7,2,5,0,6,4,8,1,1,2,2,1,0,1,1,0,1,0,0,0.0
abreviar,8,0,0,0,4,1,3,0,4,3,0,1,0,1,2,0,0,2,0,0,0,0,0,0.0
abreviatura,11,0,0,0,6,2,4,0,5,6,9,1,1,1,3,0,0,2,0,0,0,0,0,0.0
abreviaturía,12,1,0,1,7,3,4,0,5,5,20,1,1,1,3,0,0,2,0,0,0,0,0,0.0
abrezar,7,0,0,0,3,0,3,0,4,4,-5,1,0,1,2,0,0,2,0,0,0,0,0,0.0
abriboca,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,0,1,0,0,0,0,0,0.0
abribonado,10,0,0,0,5,1,4,0,5,7,3,1,1,0,2,2,0,1,1,0,0,0,0,0.0
abribonarse,11,0,0,0,5,1,4,0,6,6,-5,1,1,1,2,1,1,2,1,0,0,0,0,0.0
abridero,8,0,0,0,4,1,3,0,4,5,2,1,1,1,1,1,0,2,0,0,0,0,0,0.0
abridor,7,0,0,0,3,1,2,0,4,4,-5,1,0,0,1,1,0,2,0,0,0,0,0,0.0
abrigada,8,0,0,0,4,1,3,0,4,5,2,1,1,0,3,0,0,1,0,0,0,0,0,0.0
abrigadero,10,0,0,0,5,1,4,0,5,7,3,1,1,1,2,1,0,2,0,0,0,0,0,0.0
abrigado,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,0,1,0,0,0,0,0,0.0
abrigador,9,0,0,0,4,1,3,0,5,6,-6,1,0,0,2,1,0,2,0,0,0,0,0,0.0
abrigadura,10,0,0,0,5,2,3,0,5,7,3,1,1,0,3,0,0,2,0,0,0,0,0,0.0
abrigamiento,12,0,0,0,6,2,4,0,6,5,2,1,1,1,2,1,0,1,1,0,1,0,0,0.0
abrigar,7,0,0,0,3,1,2,0,4,4,-5,1,0,0,2,0,0,2,0,0,0,0,0,0.0
abrigaño,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,0,1,0,0,0,0,0,0.0
abrigo,6,0,0,0,3,1,2,0,3,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0.0
abril,5,0,0,0,2,1,1,0,3,2,-4,1,0,0,1,0,0,1,0,0,0,0,0,0.0
abrileño,8,0,0,0,4,1,3,0,4,5,2,1,1,1,1,1,0,1,0,0,0,0,0,0.0
abrillantador,13,0,0,0,5,1,4,1,8,6,-20,1,0,0,3,1,0,2,1,0,0,0,0,0.0
abrillantar,11,0,0,0,4,1,3,1,7,4,-19,1,0,0,3,0,0,2,1,0,0,0,0,0.0
abrimiento,10,0,0,0,5,2,3,0,5,3,1,1,1,1,1,1,0,1,1,0,1,0,0,0.0
abriolar,8,0,0,0,4,1,3,0,4,3,-2,1,0,0,2,1,0,2,0,0,0,0,0,0.0
abrir,5,0,0,0,2,1,1,0,3,2,-4,1,0,0,1,0,0,2,0,0,0,0,0,0.0
abrochador,10,0,0,0,4,0,4,0,6,5,-11,1,0,0,2,2,0,2,0,0,0,0,0,0.0
abrochadura,11,0,0,0,5,1,4,0,6,6,-1,1,1,0,3,1,0,2,0,0,0,0,0,0.0
abrochamiento,13,0,0,0,6,1,5,0,7,4,-2,1,1,1,2,2,0,1,1,0,1,0,0,0.0
abrochar,8,0,0,0,3,0,3,0,5,3,-10,1,0,0,2,1,0,2,0,0,0,0,0,0.0
abrogación,10,1,0,1,5,1,4,0,5,5,1,1,0,0,2,1,0,1,1,0,0,0,0,0.0
abrogar,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,2,1,0,2,0,0,0,0,0,0.0
abrojal,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,2,1,0,1,0,1,0,0,0,0.0
abrojillo,9,0,0,0,4,1,3,1,5,4,-4,1,1,0,1,2,0,1,0,1,0,0,0,0.0
abrojo,6,0,0,0,3,0,3,0,3,3,1,1,1,0,1,2,0,1,0,1,0,0,0,0.0
abrojín,7,1,0,1,3,1,2,0,4,4,-5,1,0,0,1,1,0,1,1,1,0,0,0,0.0
abroma,6,0,0,0,3,0,3,0,3,3,1,1,1,0,2,1,0,1,0,0,1,0,0,0.0
abromado,8,0,0,0,4,0,4,0,4,5,2,1,1,0,2,2,0,1,0,0,1,0,0,0.0
abromar,7,0,0,0,3,0,3,0,4,4,-5,1,0,0,2,1,0,2,0,0,1,0,0,0.0
abroncar,8,0,0,0,3,0,3,0,5,3,-10,1,0,0,2,1,0,2,1,0,0,0,0,0.0
abroquelado,11,0,0,0,6,1,5,0,5,6,9,1,1,1,2,2,0,1,0,0,0,0,0,0.0
abroquelar,10,0,0,0,5,1,4,0,5,5,-1,1,0,1,2,1,0,2,0,0,0,0,0,0.0
abrotoñar,9,0,0,0,4,0,4,0,5,6,-6,1,0,0,2,2,0,2,0,0,0,0,0,0.0
abrumador,9,0,0,0,4,1,3,0,5,6,-6,1,0,0,2,1,0,2,0,0,1,0,0,0.0
abrumar,7,0,0,0,3,1,2,0,4,4,-5,1,0,0,2,0,0,2,0,0,1,0,0,0.0
abrumarse,9,0,0,0,4,1,3,0,5,4,-4,1,1,1,2,0,1,2,0,0,1,0,0,0.0
abrunal,7,0,0,0,3,1,2,0,4,4,-5,1,0,0,2,0,0,1,1,0,0,0,0,0.0
abruno,6,0,0,0,3,1,2,0,3,3,1,1,1,0,1,1,0,1,1,0,0,0,0,0.0
abrupción,9,1,0,1,4,2,2,0,5,2,-4,1,0,0,1,0,0,1,1,0,0,0,0,0.0
abrupto,7,0,0,0,3,1,2,0,4,2,-3,1,1,0,1,1,0,1,0,0,0,0,0,0.0
abrutado,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,0,1,0,0,0,0,0,0.0
abruzarse,9,0,0,0,4,1,3,0,5,4,-4,1,1,1,2,0,1,2,0,0,0,0,0,0.0
abruzo,6,0,0,0,3,1,2,0,3,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0.0
abruñal,7,0,0,0,3,1,2,0,4,4,-5,1,0,0,2,0,0,1,0,0,0,0,0,0.0
abruño,6,0,0,0,3,1,2,0,3,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0.0
abrótano,8,1,1,0,4,0,4,0,4,5,2,1,1,0,2,1,0,1,1,0,0,0,0,0.0
absceso,7,0,0,0,3,0,3,0,4,2,-1,1,1,1,1,1,2,0,0,0,0,0,0,0.0
abscisa,7,0,0,0,3,1,2,0,4,2,-1,1,1,0,2,0,2,0,0,0,0,0,0,0.0
abscisión,9,1,0,1,4,2,2,0,5,2,-2,1,0,0,1,0,2,0,1,0,0,0,0,0.0
absconder,9,0,0,0,3,0,3,0,6,2,-14,1,0,1,1,1,1,1,1,0,0,0,0,0.0
absencia,8,0,0,0,4,1,3,0,4,1,4,1,1,1,2,0,1,0,1,0,0,0,0,0.0
absenta,7,0,0,0,3,0,3,0,4,2,-3,1,1,1,2,0,1,0,1,0,0,0,0,0.0
absentarse,10,0,0,0,4,0,4,0,6,3,-9,1,1,2,2,0,2,1,1,0,0,0,0,0.0
absente,7,0,0,0,3,0,3,0,4,2,-3,1,1,2,1,0,1,0,1,0,0,0,0,0.0
absentismo,10,0,0,0,4,1,3,0,6,3,-9,1,1,1,1,1,2,0,1,0,1,0,0,0.0
absentista,10,0,0,0,4,1,3,0,6,3,-9,1,1,1,2,0,2,0,1,0,0,0,0,0.0
absidal,7,0,0,0,3,1,2,0,4,4,-5,1,0,0,2,0,1,0,0,0,0,0,0,0.0
absidiolo,9,0,0,0,5,2,3,0,4,4,8,1,1,0,1,2,1,0,0,0,0,0,0,0.0
absintio,8,0,0,0,4,2,2,0,4,1,4,1,1,0,1,1,1,0,1,0,0,0,0,0.0
absolución,10,1,0,1,5,2,3,0,5,5,1,1,0,0,1,1,1,0,1,0,0,0,0,0.0
absoluta,8,0,0,0,4,1,3,0,4,5,2,1,1,0,2,1,1,0,0,0,0,0,0,0.0
absolutamente,13,0,0,0,6,1,5,0,7,8,-6,1,1,2,2,1,1,0,1,0,1,0,0,0.0
absolutidad,11,0,0,0,5,2,3,0,6,8,-7,1,0,0,2,1,1,0,0,0,0,0,0,0.0
absolutismo,11,0,0,0,5,2,3,0,6,6,-5,1,1,0,1,2,2,0,0,0,1,0,0,0.0
absolutista,11,0,0,0,5,2,3,0,6,6,-5,1,1,0,2,1,2,0,0,0,0,0,0,0.0
absoluto,8,0,0,0,4,1,3,0,4,5,2,1,1,0,1,2,1,0,0,0,0,0,0,0.0
absolutorio,11,0,0,0,6,2,4,0,5,6,13,1,1,0,1,3,1,1,0,0,0,0,0,0.0
